Episode,TotalReward
1,-6.800000000000004
2,19.299999999999997
3,-16.000000000000004
4,13.199999999999998
5,38.599999999999994
6,22.299999999999997
7,33.5
8,31.5
9,3.299999999999997
10,26.599999999999994
11,21.499999999999996
12,5.299999999999997
13,34.599999999999994
14,45.7
15,4.1999999999999975
16,50.5
17,-11.000000000000004
18,23.299999999999997
19,49.8
20,54.900000000000006
21,-11.000000000000004
22,4.099999999999998
23,-11.100000000000003
24,22.599999999999994
25,-13.900000000000004
26,37.599999999999994
27,16.499999999999996
28,30.4
29,24.499999999999996
30,-0.7000000000000046
31,6.099999999999998
32,5.399999999999997
33,-2.900000000000004
34,20.4
35,-17.000000000000004
36,25.4
37,22.4
38,-4.900000000000004
39,24.599999999999994
40,5.099999999999998
41,-12.000000000000004
42,30.599999999999994
43,-4.900000000000004
44,29.499999999999996
45,29.599999999999994
46,25.499999999999996
47,43.7
48,21.4
49,-10.000000000000004
50,41.7
51,33.5
52,1.1999999999999975
53,-9.900000000000004
54,19.299999999999997
55,28.4
56,7.099999999999998
57,24.4
58,18.199999999999996
59,31.4
60,23.699999999999996
61,3.9999999999999982
62,4.1999999999999975
63,0.1999999999999975
64,24.699999999999996
65,38.5
66,29.4
67,22.4
68,7.1999999999999975
69,-1.7000000000000046
70,7.399999999999997
71,21.299999999999997
72,30.799999999999997
73,27.4
74,2.099999999999998
75,-0.8000000000000025
76,2.099999999999998
77,1.1999999999999975
78,14.299999999999997
79,14.299999999999997
80,30.499999999999996
81,8.199999999999998
82,34.599999999999994
83,2.399999999999997
84,6.099999999999998
85,5.1999999999999975
86,-10.100000000000003
87,36.5
88,45.7
89,-3.8000000000000043
90,0.29999999999999716
91,46.7
92,31.599999999999994
93,4.099999999999998
94,20.4
95,-6.0000000000000036
96,23.4
97,1.0999999999999979
98,27.599999999999994
99,5.399999999999997
100,-7.900000000000004
101,24.4
102,-5.900000000000004
103,31.599999999999994
104,37.599999999999994
105,52.8
106,22.499999999999996
107,47.8
108,2.099999999999998
109,33.7
110,-10.800000000000004
111,32.5
112,7.299999999999997
113,25.4
114,13.199999999999998
115,7.299999999999997
116,-7.900000000000004
117,-3.900000000000004
118,30.499999999999996
119,3.9999999999999982
120,25.599999999999994
121,7.499999999999998
122,28.499999999999996
123,26.599999999999994
124,16.499999999999996
125,-14.000000000000004
126,2.099999999999998
127,22.4
128,39.8
129,12.6
130,-9.900000000000004
131,3.1999999999999975
132,33.4
133,28.799999999999997
134,29.499999999999996
135,22.599999999999994
136,30.499999999999996
137,30.499999999999996
138,27.499999999999996
139,30.499999999999996
140,55.8
141,24.499999999999996
142,26.599999999999994
143,30.599999999999994
144,13.199999999999998
145,32.699999999999996
146,-22.1
147,-4.900000000000004
148,35.599999999999994
149,28.599999999999994
150,40.7
151,32.5
152,5.099999999999998
153,15.399999999999997
154,29.499999999999996
155,-16.1
156,30.4
157,9.299999999999997
158,-10.000000000000004
159,23.299999999999997
160,32.4
161,9.299999999999997
162,-6.100000000000003
163,0.1999999999999975
164,1.2999999999999972
165,22.4
166,9.299999999999997
167,28.499999999999996
168,-10.900000000000004
169,28.699999999999996
170,-0.8000000000000025
171,22.299999999999997
172,2.099999999999998
173,-1.8000000000000043
174,13.199999999999998
175,-7.900000000000004
176,3.099999999999998
177,33.599999999999994
