game_count,p1,p1_score,p2,p2_score
2692,greedy,14,random,46
2693,greedy,20,random,33
2694,greedy,22,random,54
2695,greedy,21,random,32
2696,greedy,25,random,39
2697,greedy,14,random,30
2698,greedy,18,random,38
2699,greedy,20,random,51
2700,greedy,14,random,33
2701,greedy,19,random,38
2702,greedy,26,random,20
2703,greedy,13,random,37
2704,greedy,18,random,34
2705,greedy,25,random,56
2706,greedy,16,random,24
2707,greedy,19,random,24
2708,greedy,13,random,47
2709,greedy,24,random,27
2710,greedy,23,random,37
2711,greedy,17,random,37
2712,greedy,18,random,50
2713,greedy,23,random,39
2714,greedy,18,random,44
2715,greedy,13,random,50
2716,greedy,18,random,28
2717,greedy,17,random,34
2718,greedy,14,random,41
2719,greedy,17,random,33
2720,greedy,14,random,50
2721,greedy,25,random,19
2722,greedy,13,random,54
2723,greedy,16,random,44
2724,greedy,22,random,53
2725,greedy,20,random,49
2726,greedy,27,random,19
2727,greedy,8,random,66
2728,greedy,18,random,37
2729,greedy,9,random,61
2730,greedy,32,random,36
2731,greedy,19,random,35
2732,greedy,23,random,41
2733,greedy,21,random,36
2734,greedy,20,random,42
2735,greedy,21,random,35
2736,greedy,25,random,29
2737,greedy,25,random,24
2738,greedy,22,random,23
2739,greedy,22,random,46
2740,greedy,17,random,26
2741,greedy,19,random,27
2742,greedy,12,random,37
2743,greedy,24,random,52
2744,greedy,6,random,65
2745,greedy,12,random,45
2746,greedy,21,random,47
2747,greedy,21,random,56
2748,greedy,24,random,31
2749,greedy,23,random,28
2750,greedy,18,random,28
2751,greedy,12,random,54
2752,greedy,30,random,33
2753,greedy,14,random,32
2754,greedy,25,random,30
2755,greedy,16,random,42
2756,greedy,16,random,23
2757,greedy,13,random,28
2758,greedy,18,random,31
2759,greedy,22,random,37
2760,greedy,18,random,30
2761,greedy,23,random,28
2762,greedy,20,random,40
2763,greedy,14,random,28
2764,greedy,20,random,47
2765,greedy,23,random,38
2766,greedy,17,random,59
2767,greedy,15,random,40
2768,greedy,17,random,49
2769,greedy,16,random,23
2770,greedy,27,random,29
2771,greedy,9,random,54
2772,greedy,21,random,28
2773,greedy,18,random,34
2774,greedy,27,random,47
2775,greedy,20,random,30
2776,greedy,22,random,36
2777,greedy,8,random,51
2778,greedy,18,random,28
2779,greedy,17,random,28
2780,greedy,16,random,50
2781,greedy,18,random,36
2782,greedy,26,random,33
2783,greedy,13,random,47
2784,greedy,9,random,59
2785,greedy,17,random,39
2786,greedy,30,random,44
2787,greedy,25,random,32
2788,greedy,13,random,31
2789,greedy,26,random,25
2790,greedy,17,random,40
2791,greedy,15,random,43
2792,greedy,32,random,38
2793,greedy,17,random,37
2794,greedy,22,random,56
2795,greedy,12,random,43
2796,greedy,16,random,57
2797,greedy,18,random,44
2798,greedy,19,random,43
2799,greedy,21,random,31
2800,greedy,17,random,50
2801,greedy,16,random,24
2802,greedy,24,random,24
2803,greedy,11,random,52
2804,greedy,28,random,27
2805,greedy,16,random,45
2806,greedy,30,random,32
2807,greedy,17,random,61
2808,greedy,17,random,19
2809,greedy,18,random,34
2810,greedy,23,random,23
2811,greedy,13,random,42
2812,greedy,35,random,33
2813,greedy,25,random,27
2814,greedy,17,random,42
2815,greedy,21,random,33
2816,greedy,30,random,24
2817,greedy,20,random,59
2818,greedy,39,random,35
2819,greedy,13,random,58
2820,greedy,18,random,34
2821,greedy,18,random,56
2822,greedy,13,random,60
2823,greedy,16,random,30
2824,greedy,25,random,38
2825,greedy,19,random,44
2826,greedy,18,random,38
2827,greedy,32,random,37
2828,greedy,22,random,47
2829,greedy,24,random,32
2830,greedy,20,random,44
2831,greedy,16,random,29
2832,greedy,9,random,43
2833,greedy,17,random,60
2834,greedy,22,random,24
2835,greedy,19,random,37
2836,greedy,20,random,53
2837,greedy,19,random,38
2838,greedy,20,random,47
2839,greedy,17,random,48
2840,greedy,17,random,57
2841,greedy,22,random,51
2842,greedy,17,random,41
2843,greedy,23,random,42
2844,greedy,16,random,61
2845,greedy,32,random,33
2846,greedy,29,random,22
2847,greedy,16,random,36
2848,greedy,16,random,47
2849,greedy,22,random,56
2850,greedy,22,random,33
2851,greedy,21,random,52
2852,greedy,22,random,45
2853,greedy,23,random,24
2854,greedy,21,random,25
2855,greedy,13,random,24
2856,greedy,16,random,49
2857,greedy,13,random,23
2858,greedy,13,random,52
2859,greedy,23,random,32
2860,greedy,12,random,33
2861,greedy,13,random,57
2862,greedy,16,random,28
2863,greedy,9,random,32
2864,greedy,22,random,20
2865,greedy,27,random,50
2866,greedy,28,random,53
2867,greedy,18,random,31
2868,greedy,18,random,36
2869,greedy,20,random,36
2870,greedy,32,random,28
2871,greedy,21,random,29
2872,greedy,22,random,38
2873,greedy,30,random,24
2874,greedy,20,random,54
2875,greedy,14,random,33
2876,greedy,17,random,56
2877,greedy,17,random,58
2878,greedy,22,random,36
2879,greedy,18,random,33
2880,greedy,14,random,55
2881,greedy,16,random,23
2882,greedy,19,random,51
2883,greedy,16,random,59
2884,greedy,22,random,45
2885,greedy,14,random,45
2886,greedy,11,random,55
2887,greedy,21,random,38
2888,greedy,14,random,56
2889,greedy,18,random,29
2890,greedy,25,random,36
2891,greedy,17,random,40
2892,greedy,26,random,30
2893,greedy,14,random,37
2894,greedy,23,random,22
2895,greedy,8,random,51
2896,greedy,11,random,52
2897,greedy,22,random,37
2898,greedy,21,random,35
2899,greedy,21,random,39
2900,greedy,24,random,59
2901,greedy,19,random,62
2902,greedy,24,random,33
2903,greedy,18,random,39
2904,greedy,26,random,20
2905,greedy,25,random,45
2906,greedy,18,random,41
2907,greedy,35,random,47
2908,greedy,24,random,48
2909,greedy,23,random,32
2910,greedy,17,random,52
2911,greedy,24,random,43
2912,greedy,22,random,29
2913,greedy,21,random,41
2914,greedy,13,random,50
2915,greedy,13,random,46
2916,greedy,18,random,36
2917,greedy,22,random,56
2918,greedy,18,random,35
2919,greedy,17,random,42
2920,greedy,28,random,33
2921,greedy,30,random,48
2922,greedy,19,random,50
2923,greedy,22,random,54
2924,greedy,16,random,28
2925,greedy,22,random,29
2926,greedy,17,random,37
2927,greedy,14,random,59
2928,greedy,17,random,32
2929,greedy,18,random,26
2930,greedy,18,random,29
2931,greedy,20,random,38
2932,greedy,27,random,41
2933,greedy,17,random,43
2934,greedy,22,random,46
2935,greedy,23,random,46
2936,greedy,4,random,47
2937,greedy,18,random,56
2938,greedy,16,random,57
2939,greedy,17,random,18
2940,greedy,13,random,54
2941,greedy,25,random,23
2942,greedy,18,random,51
2943,greedy,9,random,65
2944,greedy,29,random,32
2945,greedy,13,random,58
2946,greedy,21,random,51
2947,greedy,29,random,56
2948,greedy,13,random,56
2949,greedy,27,random,29
2950,greedy,9,random,46
2951,greedy,22,random,43
2952,greedy,18,random,28
2953,greedy,30,random,50
2954,greedy,18,random,32
2955,greedy,18,random,29
2956,greedy,26,random,29
2957,greedy,22,random,28
2958,greedy,18,random,33
2959,greedy,30,random,30
2960,greedy,31,random,40
2961,greedy,22,random,27
2962,greedy,13,random,51
2963,greedy,13,random,60
2964,greedy,20,random,27
2965,greedy,22,random,28
2966,greedy,17,random,41
2967,greedy,24,random,29
2968,greedy,23,random,61
2969,greedy,17,random,61
2970,greedy,23,random,32
2971,greedy,20,random,31
2972,greedy,17,random,44
2973,greedy,18,random,28
2974,greedy,20,random,45
2975,greedy,27,random,31
2976,greedy,21,random,32
2977,greedy,20,random,29
2978,greedy,13,random,55
2979,greedy,18,random,51
2980,greedy,22,random,25
2981,greedy,13,random,57
2982,greedy,21,random,38
2983,greedy,25,random,19
2984,greedy,20,random,46
2985,greedy,27,random,31
2986,greedy,17,random,53
2987,greedy,14,random,38
2988,greedy,27,random,36
2989,greedy,27,random,29
2990,greedy,18,random,42
2991,greedy,21,random,41
2992,greedy,16,random,64
2993,greedy,17,random,48
2994,greedy,18,random,27
2995,greedy,12,random,36
2996,greedy,25,random,42
2997,greedy,27,random,38
2998,greedy,26,random,47
2999,greedy,20,random,39
3000,greedy,18,random,38
3001,greedy,21,random,54
3002,greedy,17,random,45
3003,greedy,18,random,58
3004,greedy,18,random,55
3005,greedy,22,random,37
3006,greedy,9,random,70
3007,greedy,26,random,41
3008,greedy,18,random,28
3009,greedy,23,random,33
3010,greedy,23,random,30
3011,greedy,18,random,35
3012,greedy,21,random,28
3013,greedy,17,random,37
3014,greedy,25,random,18
3015,greedy,19,random,62
3016,greedy,15,random,62
3017,greedy,27,random,47
3018,greedy,25,random,36
3019,greedy,21,random,34
3020,greedy,12,random,38
3021,greedy,8,random,69
3022,greedy,20,random,25
3023,greedy,18,random,33
3024,greedy,18,random,38
3025,greedy,10,random,55
3026,greedy,15,random,43
3027,greedy,21,random,59
3028,greedy,17,random,33
3029,greedy,20,random,58
3030,greedy,18,random,43
3031,greedy,21,random,41
3032,greedy,18,random,28
3033,greedy,11,random,46
3034,greedy,25,random,41
3035,greedy,17,random,32
3036,greedy,13,random,63
3037,greedy,28,random,51
3038,greedy,24,random,26
3039,greedy,29,random,40
3040,greedy,20,random,41
3041,greedy,18,random,42
3042,greedy,21,random,32
3043,greedy,12,random,47
3044,greedy,30,random,33
3045,greedy,28,random,28
3046,greedy,18,random,24
3047,greedy,17,random,38
3048,greedy,18,random,28
3049,greedy,34,random,32
3050,greedy,20,random,35
3051,greedy,21,random,19
3052,greedy,23,random,34
3053,greedy,15,random,51
3054,greedy,31,random,34
3055,greedy,14,random,37
3056,greedy,21,random,45
3057,greedy,27,random,33
3058,greedy,21,random,47
3059,greedy,26,random,43
3060,greedy,26,random,23
3061,greedy,14,random,41
3062,greedy,18,random,53
3063,greedy,22,random,47
3064,greedy,30,random,38
3065,greedy,15,random,54
3066,greedy,21,random,43
3067,greedy,18,random,37
3068,greedy,27,random,29
3069,greedy,22,random,28
3070,greedy,12,random,62
3071,greedy,10,random,61
3072,greedy,34,random,29
3073,greedy,18,random,36
3074,greedy,23,random,50
3075,greedy,21,random,31
3076,greedy,10,random,57
3077,greedy,27,random,26
3078,greedy,20,random,60
3079,greedy,13,random,59
3080,greedy,18,random,59
3081,greedy,24,random,52
3082,greedy,10,random,38
3083,greedy,22,random,38
3084,greedy,20,random,53
3085,greedy,23,random,29
3086,greedy,16,random,29
3087,greedy,18,random,33
3088,greedy,25,random,32
3089,greedy,22,random,50
3090,greedy,26,random,33
3091,greedy,22,random,37
3092,greedy,12,random,57
3093,greedy,23,random,34
3094,greedy,20,random,35
3095,greedy,20,random,30
3096,greedy,22,random,29
3097,greedy,19,random,24
3098,greedy,21,random,41
3099,greedy,13,random,54
3100,greedy,15,random,59
3101,greedy,27,random,42
3102,greedy,23,random,26
3103,greedy,13,random,52
3104,greedy,10,random,36
3105,greedy,18,random,51
3106,greedy,28,random,39
3107,greedy,22,random,47
3108,greedy,18,random,24
3109,greedy,21,random,20
3110,greedy,13,random,59
3111,greedy,12,random,61
3112,greedy,22,random,14
3113,greedy,17,random,23
3114,greedy,18,random,62
3115,greedy,14,random,58
3116,greedy,8,random,55
3117,greedy,19,random,46
3118,greedy,17,random,41
3119,greedy,17,random,29
3120,greedy,17,random,45
3121,greedy,27,random,19
3122,greedy,22,random,29
3123,greedy,19,random,37
3124,greedy,16,random,39
3125,greedy,25,random,22
3126,greedy,21,random,51
3127,greedy,19,random,52
3128,greedy,9,random,66
3129,greedy,13,random,57
3130,greedy,17,random,51
3131,greedy,21,random,39
3132,greedy,22,random,63
3133,greedy,13,random,56
3134,greedy,27,random,27
3135,greedy,18,random,33
3136,greedy,20,random,21
3137,greedy,14,random,47
3138,greedy,18,random,28
3139,greedy,21,random,43
3140,greedy,18,random,28
3141,greedy,17,random,47
3142,greedy,21,random,55
3143,greedy,13,random,55
3144,greedy,17,random,32
3145,greedy,18,random,27
3146,greedy,20,random,29
3147,greedy,18,random,45
3148,greedy,17,random,26
3149,greedy,24,random,43
3150,greedy,17,random,41
3151,greedy,25,random,50
3152,greedy,29,random,39
3153,greedy,13,random,28
3154,greedy,15,random,36
3155,greedy,18,random,44
3156,greedy,17,random,38
3157,greedy,12,random,54
3158,greedy,20,random,27
3159,greedy,20,random,28
3160,greedy,22,random,28
3161,greedy,27,random,42
3162,greedy,18,random,37
3163,greedy,28,random,56
3164,greedy,13,random,42
3165,greedy,23,random,25
3166,greedy,12,random,50
3167,greedy,17,random,21
3168,greedy,25,random,23
3169,greedy,17,random,49
3170,greedy,20,random,51
3171,greedy,23,random,19
3172,greedy,19,random,51
3173,greedy,20,random,41
3174,greedy,23,random,29
3175,greedy,29,random,36
3176,greedy,16,random,29
3177,greedy,23,random,33
3178,greedy,22,random,27
3179,greedy,16,random,43
3180,greedy,33,random,23
3181,greedy,26,random,27
3182,greedy,26,random,48
3183,greedy,22,random,34
3184,greedy,18,random,46
3185,greedy,31,random,23
3186,greedy,20,random,40
3187,greedy,14,random,54
3188,greedy,18,random,43
3189,greedy,26,random,37
3190,greedy,18,random,37
3191,greedy,25,random,38
3192,greedy,21,random,51
3193,greedy,26,random,34
3194,greedy,21,random,31
3195,greedy,27,random,35
3196,greedy,13,random,57
3197,greedy,18,random,34
3198,greedy,12,random,64
3199,greedy,21,random,50
3200,greedy,25,random,23
3201,greedy,23,random,32
3202,greedy,14,random,38
3203,greedy,22,random,33
3204,greedy,23,random,44
3205,greedy,22,random,55
3206,greedy,26,random,22
3207,greedy,14,random,34
3208,greedy,18,random,20
3209,greedy,13,random,29
3210,greedy,23,random,28
3211,greedy,29,random,38
3212,greedy,18,random,36
3213,greedy,24,random,19
3214,greedy,22,random,29
3215,greedy,24,random,50
3216,greedy,9,random,40
3217,greedy,15,random,20
3218,greedy,17,random,15
3219,greedy,33,random,38
3220,greedy,26,random,33
3221,greedy,31,random,23
3222,greedy,13,random,48
3223,greedy,22,random,29
3224,greedy,26,random,26
3225,greedy,33,random,33
3226,greedy,17,random,45
3227,greedy,14,random,55
3228,greedy,13,random,30
3229,greedy,19,random,33
3230,greedy,20,random,43
3231,greedy,24,random,27
3232,greedy,20,random,36
3233,greedy,23,random,33
3234,greedy,17,random,53
3235,greedy,18,random,38
3236,greedy,25,random,44
3237,greedy,32,random,23
3238,greedy,17,random,33
3239,greedy,25,random,28
3240,greedy,22,random,28
3241,greedy,18,random,29
3242,greedy,23,random,46
3243,greedy,18,random,47
3244,greedy,26,random,43
3245,greedy,20,random,25
3246,greedy,19,random,38
3247,greedy,22,random,31
3248,greedy,32,random,51
3249,greedy,21,random,36
3250,greedy,13,random,44
3251,greedy,18,random,37
3252,greedy,19,random,54
3253,greedy,19,random,28
3254,greedy,29,random,52
3255,greedy,21,random,36
3256,greedy,19,random,24
3257,greedy,17,random,38
3258,greedy,23,random,34
3259,greedy,17,random,49
3260,greedy,14,random,19
3261,greedy,22,random,29
3262,greedy,26,random,49
3263,greedy,29,random,27
3264,greedy,10,random,58
3265,greedy,25,random,25
3266,greedy,17,random,29
3267,greedy,13,random,20
3268,greedy,17,random,46
3269,greedy,17,random,58
3270,greedy,12,random,37
3271,greedy,20,random,40
3272,greedy,20,random,43
3273,greedy,30,random,28
3274,greedy,8,random,63
3275,greedy,19,random,34
3276,greedy,12,random,27
3277,greedy,18,random,40
3278,greedy,17,random,27
3279,greedy,20,random,44
3280,greedy,16,random,36
3281,greedy,18,random,58
3282,greedy,24,random,44
3283,greedy,35,random,28
3284,greedy,20,random,50
3285,greedy,13,random,51
3286,greedy,10,random,50
3287,greedy,20,random,51
3288,greedy,21,random,19
3289,greedy,16,random,36
3290,greedy,21,random,33
3291,greedy,25,random,47
3292,greedy,26,random,29
3293,greedy,18,random,38
3294,greedy,14,random,55
3295,greedy,23,random,39
3296,greedy,13,random,30
3297,greedy,16,random,51
3298,greedy,14,random,38
3299,greedy,22,random,32
3300,greedy,32,random,28
3301,greedy,25,random,24
3302,greedy,10,random,45
3303,greedy,17,random,58
3304,greedy,17,random,34
3305,greedy,19,random,33
3306,greedy,12,random,66
3307,greedy,31,random,43
3308,greedy,15,random,29
3309,greedy,19,random,53
3310,greedy,22,random,53
3311,greedy,34,random,56
3312,greedy,22,random,45
3313,greedy,12,random,46
3314,greedy,27,random,31
3315,greedy,26,random,35
3316,greedy,15,random,53
3317,greedy,22,random,46
3318,greedy,24,random,53
3319,greedy,18,random,39
3320,greedy,16,random,43
3321,greedy,18,random,41
3322,greedy,25,random,34
3323,greedy,14,random,23
3324,greedy,10,random,59
3325,greedy,16,random,43
3326,greedy,22,random,33
3327,greedy,17,random,41
3328,greedy,22,random,19
3329,greedy,25,random,43
3330,greedy,27,random,41
3331,greedy,25,random,40
3332,greedy,26,random,53
3333,greedy,24,random,44
3334,greedy,18,random,57
3335,greedy,21,random,27
3336,greedy,13,random,23
3337,greedy,16,random,42
3338,greedy,19,random,34
3339,greedy,15,random,31
3340,greedy,22,random,53
3341,greedy,17,random,40
3342,greedy,32,random,28
3343,greedy,21,random,27
3344,greedy,13,random,49
3345,greedy,13,random,65
3346,greedy,18,random,29
3347,greedy,19,random,46
3348,greedy,14,random,63
3349,greedy,22,random,31
3350,greedy,34,random,28
3351,greedy,20,random,59
3352,greedy,18,random,63
3353,greedy,22,random,47
3354,greedy,18,random,23
3355,greedy,17,random,57
3356,greedy,12,random,57
3357,greedy,28,random,58
3358,greedy,14,random,62
3359,greedy,20,random,42
3360,greedy,10,random,59
3361,greedy,27,random,45
3362,greedy,9,random,28
3363,greedy,26,random,28
3364,greedy,21,random,31
3365,greedy,24,random,41
3366,greedy,34,random,23
3367,greedy,14,random,47
3368,greedy,22,random,36
3369,greedy,19,random,34
3370,greedy,21,random,52
3371,greedy,17,random,56
3372,greedy,12,random,58
3373,greedy,15,random,48
3374,greedy,25,random,38
3375,greedy,10,random,27
3376,greedy,23,random,50
3377,greedy,16,random,61
3378,greedy,16,random,35
3379,greedy,17,random,24
3380,greedy,24,random,24
3381,greedy,13,random,33
3382,greedy,25,random,44
3383,greedy,20,random,24
3384,greedy,25,random,50
3385,greedy,28,random,29
3386,greedy,28,random,47
3387,greedy,17,random,28
3388,greedy,28,random,49
3389,greedy,17,random,51
3390,greedy,16,random,50
3391,greedy,26,random,33
3392,greedy,16,random,43
3393,greedy,9,random,57
3394,greedy,20,random,39
3395,greedy,17,random,48
3396,greedy,14,random,48
3397,greedy,22,random,23
3398,greedy,19,random,29
3399,greedy,9,random,51
3400,greedy,26,random,28
3401,greedy,8,random,41
3402,greedy,12,random,58
3403,greedy,18,random,49
3404,greedy,22,random,20
3405,greedy,23,random,34
3406,greedy,19,random,54
3407,greedy,22,random,37
3408,greedy,17,random,43
3409,greedy,28,random,42
3410,greedy,31,random,49
3411,greedy,24,random,53
3412,greedy,22,random,54
3413,greedy,19,random,44
3414,greedy,25,random,38
3415,greedy,17,random,28
3416,greedy,21,random,38
3417,greedy,15,random,59
3418,greedy,13,random,56
3419,greedy,16,random,33
3420,greedy,25,random,37
3421,greedy,22,random,43
3422,greedy,31,random,51
3423,greedy,19,random,20
3424,greedy,35,random,42
3425,greedy,13,random,56
3426,greedy,14,random,47
3427,greedy,13,random,62
3428,greedy,15,random,38
3429,greedy,19,random,27
3430,greedy,13,random,69
3431,greedy,20,random,36
3432,greedy,18,random,33
3433,greedy,9,random,14
3434,greedy,37,random,43
3435,greedy,13,random,51
3436,greedy,23,random,32
3437,greedy,24,random,29
3438,greedy,18,random,39
3439,greedy,21,random,23
3440,greedy,26,random,50
3441,greedy,28,random,31
3442,greedy,9,random,38
3443,greedy,17,random,40
3444,greedy,23,random,28
3445,greedy,27,random,22
3446,greedy,22,random,27
3447,greedy,13,random,52
3448,greedy,21,random,38
3449,greedy,17,random,43
3450,greedy,28,random,53
3451,greedy,14,random,54
3452,greedy,22,random,41
3453,greedy,14,random,27
3454,greedy,26,random,41
3455,greedy,8,random,41
3456,greedy,17,random,34
3457,greedy,21,random,55
3458,greedy,21,random,50
3459,greedy,20,random,46
3460,greedy,26,random,61
3461,greedy,12,random,46
3462,greedy,25,random,41
3463,greedy,16,random,37
3464,greedy,18,random,33
3465,greedy,20,random,28
3466,greedy,17,random,60
3467,greedy,16,random,61
3468,greedy,23,random,31
3469,greedy,24,random,18
3470,greedy,20,random,26
3471,greedy,13,random,39
3472,greedy,21,random,41
3473,greedy,22,random,27
3474,greedy,23,random,34
3475,greedy,29,random,36
3476,greedy,24,random,40
3477,greedy,25,random,48
3478,greedy,16,random,55
3479,greedy,20,random,45
3480,greedy,23,random,24
3481,greedy,26,random,37
3482,greedy,17,random,24
3483,greedy,20,random,47
3484,greedy,21,random,32
3485,greedy,11,random,59
3486,greedy,18,random,59
3487,greedy,21,random,22
3488,greedy,21,random,20
3489,greedy,9,random,61
3490,greedy,30,random,27
3491,greedy,20,random,34
3492,greedy,29,random,34
3493,greedy,18,random,55
3494,greedy,17,random,23
3495,greedy,21,random,23
3496,greedy,21,random,24
3497,greedy,9,random,44
3498,greedy,23,random,27
3499,greedy,21,random,60
3500,greedy,25,random,18
3501,greedy,27,random,37
3502,greedy,21,random,23
3503,greedy,34,random,44
3504,greedy,19,random,38
3505,greedy,13,random,43
3506,greedy,17,random,38
3507,greedy,16,random,44
3508,greedy,32,random,24
3509,greedy,20,random,24
3510,greedy,23,random,43
3511,greedy,25,random,28
3512,greedy,21,random,46
3513,greedy,16,random,52
3514,greedy,19,random,46
3515,greedy,26,random,31
3516,greedy,24,random,23
3517,greedy,26,random,28
3518,greedy,26,random,33
3519,greedy,20,random,24
3520,greedy,30,random,29
3521,greedy,17,random,52
3522,greedy,20,random,18
3523,greedy,25,random,32
3524,greedy,20,random,40
3525,greedy,14,random,53
3526,greedy,24,random,37
3527,greedy,22,random,54
3528,greedy,16,random,18
3529,greedy,10,random,53
3530,greedy,23,random,28
3531,greedy,26,random,25
3532,greedy,24,random,28
3533,greedy,18,random,47
3534,greedy,18,random,55
3535,greedy,26,random,27
3536,greedy,17,random,39
3537,greedy,15,random,32
3538,greedy,25,random,46
3539,greedy,21,random,33
3540,greedy,5,random,60
3541,greedy,25,random,59
3542,greedy,18,random,29
3543,greedy,13,random,64
3544,greedy,13,random,44
3545,greedy,25,random,35
3546,greedy,33,random,45
3547,greedy,12,random,28
3548,greedy,22,random,42
3549,greedy,18,random,39
3550,greedy,12,random,48
3551,greedy,18,random,60
3552,greedy,17,random,39
3553,greedy,14,random,57
3554,greedy,22,random,49
3555,greedy,11,random,64
3556,greedy,26,random,29
3557,greedy,20,random,29
3558,greedy,35,random,41
3559,greedy,8,random,47
3560,greedy,27,random,25
3561,greedy,28,random,43
3562,greedy,19,random,56
3563,greedy,22,random,30
3564,greedy,22,random,37
3565,greedy,17,random,28
3566,greedy,28,random,24
3567,greedy,14,random,60
3568,greedy,27,random,37
3569,greedy,17,random,20
3570,greedy,25,random,49
3571,greedy,21,random,28
3572,greedy,20,random,23
3573,greedy,18,random,33
3574,greedy,22,random,52
3575,greedy,18,random,52
3576,greedy,28,random,29
3577,greedy,18,random,49
3578,greedy,31,random,36
3579,greedy,17,random,34
3580,greedy,18,random,39
3581,greedy,17,random,42
3582,greedy,22,random,41
3583,greedy,18,random,47
3584,greedy,28,random,27
3585,greedy,14,random,56
3586,greedy,21,random,37
3587,greedy,10,random,53
3588,greedy,23,random,37
3589,greedy,26,random,46
3590,greedy,26,random,54
3591,greedy,25,random,52
3592,greedy,32,random,24
3593,greedy,13,random,40
3594,greedy,17,random,30
3595,greedy,22,random,22
3596,greedy,9,random,46
3597,greedy,23,random,28
3598,greedy,19,random,36
3599,greedy,28,random,36
3600,greedy,19,random,49
3601,greedy,23,random,50
3602,greedy,18,random,30
3603,greedy,9,random,44
3604,greedy,7,random,59
3605,greedy,9,random,55
3606,greedy,18,random,25
3607,greedy,25,random,31
3608,greedy,9,random,51
3609,greedy,20,random,53
3610,greedy,27,random,45
3611,greedy,16,random,55
3612,greedy,21,random,52
3613,greedy,15,random,64
3614,greedy,9,random,39
3615,greedy,23,random,20
3616,greedy,18,random,43
3617,greedy,13,random,61
3618,greedy,21,random,35
3619,greedy,17,random,62
3620,greedy,17,random,19
3621,greedy,18,random,25
3622,greedy,23,random,42
3623,greedy,13,random,60
3624,greedy,20,random,61
3625,greedy,17,random,38
3626,greedy,19,random,39
3627,greedy,21,random,28
3628,greedy,13,random,54
3629,greedy,24,random,18
3630,greedy,21,random,28
3631,greedy,20,random,59
3632,greedy,12,random,38
3633,greedy,20,random,49
3634,greedy,25,random,51
3635,greedy,5,random,71
3636,greedy,17,random,47
3637,greedy,21,random,37
3638,greedy,21,random,54
3639,greedy,25,random,50
3640,greedy,14,random,36
3641,greedy,25,random,42
3642,greedy,21,random,44
3643,greedy,14,random,67
3644,greedy,26,random,48
3645,greedy,18,random,51
3646,greedy,17,random,54
3647,greedy,22,random,38
3648,greedy,20,random,46
3649,greedy,20,random,37
3650,greedy,18,random,63
3651,greedy,18,random,36
3652,greedy,25,random,37
3653,greedy,21,random,54
3654,greedy,31,random,38
3655,greedy,17,random,51
3656,greedy,17,random,53
3657,greedy,19,random,27
3658,greedy,18,random,56
3659,greedy,20,random,46
3660,greedy,21,random,52
3661,greedy,26,random,54
3662,greedy,18,random,42
3663,greedy,18,random,45
3664,greedy,18,random,33
3665,greedy,25,random,29
3666,greedy,17,random,52
3667,greedy,25,random,26
3668,greedy,23,random,25
3669,greedy,30,random,33
3670,greedy,31,random,48
3671,greedy,18,random,23
3672,greedy,16,random,52
3673,greedy,14,random,62
3674,greedy,23,random,45
3675,greedy,30,random,45
3676,greedy,21,random,47
3677,greedy,14,random,36
3678,greedy,21,random,19
3679,greedy,17,random,46
3680,greedy,13,random,59
3681,greedy,16,random,25
3682,greedy,29,random,28
3683,greedy,18,random,32
3684,greedy,18,random,46
3685,greedy,22,random,44
3686,greedy,23,random,24
3687,greedy,20,random,33
3688,greedy,22,random,47
3689,greedy,25,random,51
3690,greedy,21,random,33
3691,greedy,19,random,28
3692,greedy,21,random,47
3693,greedy,21,random,32
3694,greedy,27,random,45
3695,greedy,22,random,28
3696,greedy,17,random,48
3697,greedy,17,random,23
3698,greedy,12,random,45
3699,greedy,22,random,19
3700,greedy,13,random,27
3701,greedy,13,random,53
3702,greedy,22,random,55
3703,greedy,24,random,40
3704,greedy,4,random,59
3705,greedy,26,random,25
3706,greedy,28,random,42
3707,greedy,18,random,37
3708,greedy,29,random,28
3709,greedy,20,random,29
3710,greedy,31,random,53
3711,greedy,13,random,58
3712,greedy,27,random,40
3713,greedy,19,random,47
3714,greedy,12,random,53
3715,greedy,19,random,51
3716,greedy,13,random,59
3717,greedy,22,random,54
3718,greedy,18,random,26
3719,greedy,17,random,33
3720,greedy,18,random,47
3721,greedy,18,random,46
3722,greedy,16,random,31
3723,greedy,25,random,22
3724,greedy,16,random,56
3725,greedy,12,random,46
3726,greedy,32,random,34
3727,greedy,18,random,42
3728,greedy,12,random,33
3729,greedy,23,random,38
3730,greedy,22,random,34
3731,greedy,19,random,29
3732,greedy,32,random,36
3733,greedy,21,random,47
3734,greedy,13,random,62
3735,greedy,22,random,45
3736,greedy,17,random,46
3737,greedy,21,random,45
3738,greedy,29,random,28
3739,greedy,20,random,45
3740,greedy,25,random,23
3741,greedy,14,random,44
3742,greedy,23,random,50
3743,greedy,23,random,54
3744,greedy,15,random,57
3745,greedy,14,random,49
3746,greedy,23,random,37
3747,greedy,19,random,38
3748,greedy,23,random,22
3749,greedy,22,random,24
3750,greedy,18,random,29
3751,greedy,22,random,46
3752,greedy,16,random,46
3753,greedy,13,random,29
3754,greedy,13,random,62
3755,greedy,25,random,54
3756,greedy,18,random,58
3757,greedy,33,random,33
3758,greedy,13,random,27
3759,greedy,31,random,33
3760,greedy,15,random,27
3761,greedy,13,random,40
3762,greedy,17,random,38
3763,greedy,14,random,43
3764,greedy,18,random,41
3765,greedy,26,random,23
3766,greedy,25,random,36
